"ean";"naam";"merk";"doeldier";"voertype";"levensfase";"categorie";"ingredienten";"analyse";"verpakking";"prijs";"bol_url";"afbeelding";"bron";"url";"opmerking"
"3182550784436";"Royal Canin Outdoor 7+";"Royal Canin";"Kat";"Droogvoer";"Senior";"Volledig";"Maïsmeel, gedehydreerde gevogelte-eiwitten, maïs, dierlijke vetten, maïsgluten, gerst, isolaat van plantaardige eiwitten*, hydrolysaat van dierlijke eiwitten, bietenpulp, sojaolie, mineralen, visolie, bernagieolie, hydrolysaat van schaaldieren (bron van glucosamine), tagetes (afrikaan) extract (bron van luteïne), hydrolysaat van kraakbeen (bron van chondroïtine), gist en delen daarvan, hydrolysaat van gist (bron van manno-oligo-sacchariden) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 20.00 %, Ruwe as: 5.80 %, Ruwe celstof: 1.50 %, Fosfor: 7.90 g, Ruw eiwit: 28.00 %, EPA/DHA: 4.00 g";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-outdoor-7-kattenvoer-m-3182550784436-pps";
"3182550702607";"Royal Canin Persian Adult";"Royal Canin";"Kat";"Droogvoer";"Volwassen";"Volledig";"Gedehydreerde gevogelte-eiwitten, dierlijke vetten, rijst, isolaat van plantaardige eiwitten*, plantaardige vezels, maïsmeel, hydrolysaat van dierlijke eiwitten, maïsgluten, mineralen, cichoreipulp, visolie, psylliumschil en psylliumzaden, sojaolie, fructo-oligo-sacchariden, hydrolysaat van gist (bron van manno-oligo-sacchariden), bernagieolie, tagetes (afrikaan) extract (bron van luteïne), tarwemeel, maïs, gist en delen daarvan *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 22.00 %, Ruwe as: 6.50 %, Ruwe celstof: 5.00 %, Omega-6 vetzuren: 49.60 g, Omega-3 vetzuren: 10.60 g, EPA & DHA: 4.00 g, Ruw eiwit: 30.00 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-persian-adult-kattenvoer-m-3182550702607-pps";
"9003579001165";"Royal Canin Persian Adult Natvoer - 12x85 g";"Royal Canin";"Kat";"Natvoer";"Senior";"Volledig";"Vlees en dierlijke bijproducten, vis en -bijproducten, granen, plantaardige bijproducten, oliën en vetten, mineralen, suiker, gist";"Ruw eiwit: 9.00 %, Ruw vet: 6.00 %, Ruwe as: 1.90 %, Ruwe celstof: 1.00 %, Vochtgehalte: 78.50 %";"12x85 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-persian-adult-natvoer-kattenvoer-9003579001165-pps";
"3182550721219";"Royal Canin Persian Kitten - Kitten-Kattenvoer - 2 kg";"Royal Canin";"Kat";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Gedehydreerde gevogelte-eiwitten, rijst, dierlijke vetten, maïs, isolaat van plantaardige eiwitten*, hydrolysaat van dierlijke eiwitten, plantaardige vezels, bietenpulp, gist, visolie, mineralen, sojaolie, Fructo-Oligo-Sacchariden, Fructo-Oligo-Sacchariden (0,5%), hydrolysaat van gist (bron van Manno-Oligo-Sacchariden), bernagieolie, Tagetes (Afrikaan) extract (bron van luteïne) *L.I.P.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw eiwit: 32.00 %, Ruw vet: 22.00 %, Ruwe as: 7.10 %, Ruwe celstof: 2.70 %, Omega-6 vetzuren: 49.70 g, Omega-3 vetzuren: 10.60 g, EPA/DHA: 4.00 g";"2 kg";;;;"scraped";"https://www.petsplace.nl/royal-canin-persian-kitten-kitten-kattenvoer-3182550721219-pps";
"9003579013748";"Royal Canin Pomeranian Adult Natvoer - 12x85 g";"Royal Canin";"Hond";"Natvoer";"Volwassen";"Volledig";": vlees en dierlijke bijproducten, granen, plantaardige bijproducten, oliën en vetten, mineralen, suikers, schaal- en weekdieren";"";"12x85 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-pomeranian-adult-natvoer-hondenvoer-9003579013748-pps";
"3182550908443";"Royal Canin Pomeriaan Adult";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Maïs, gedehydreerde gevogelte-eiwitten, tarwemeel, rijst, tarwegluten*, dierlijke vetten, hydrolysaat van dierlijke eiwitten, cichoreipulp, visolie, mineralen, sojaolie, psylliumschil en psylliumzaden (0,50%), fructo-oligosacchariden, bernagieolie (0,10%), hydrolysaat van schaaldieren (bron van glucosamine), tagetes (Afrikaan) extract (bron van luteïne), hydrolysaat van kraakbeen (bron van chondroïtine).";"Ruw eiwit: 26,0% - Ruw vet: 16,0% - Ruwe as: 5,4% - Ruwe celstof: 1,6% - EPA/DHA: 0,40% - Natriumtripolyfosfaat: 3,5g/kg. Nutritionele toevoegingsmiddelen: Vitamine A: 29.500IE, Vitamine D3: 800IE, IJzer (3b103): 41mg, Jodium (3b201, 3b202): 4,1mg, Koper (3b405, 3b406): 13mg, Mangaan (3b502, 3b504): 54mg, Zink (3b603, 3b605, 3b606): 136mg, Selenium (3b801, 3b811, 3b812): 0,09mg. Technologische toevoegingsmiddelen: Clinoptiloliet van sedimentaire oorsprong: 10g. Sensoriële toevoegingsmiddelen: Thee extract (bron van polyfenolen): 150mg - Conserveermiddelen - Antioxidanten. *L.I.P.: eiwitten geselecteerd vanwege hun zeer hoge verteerbaarheid.";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-pomeriaan-adult-hondenvoer-m-3182550908443-pps";
"3182550765206";"Royal Canin Poodle - Puppy-Hondenvoer - 3 kg";"Royal Canin";"Hond";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Gedehydreerde gevogelte-eiwitten, isolaat van plantaardige eiwitten*, dierlijke vetten, maïs, rijst, maïsgluten, tarwe, hydrolysaat van dierlijke eiwitten, maïsmeel, bietenpulp, mineralen, visolie, sojaolie, psylliumschil en psylliumzaden, hydrolysaat van gist (bron van manno-oligo-sacchariden), bernagieolie (0.1%), tagetes (afrikaan) extract (bron van luteïne), gist en delen daarvan, fructi-oligo-sacchariden (0,34%), extracten uit gist (bron van bètaglucanen) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 19.00 %, Ruwe as: 7.80 %, Ruwe celstof: 1.40 %, Ruw eiwit: 33.00 %, Omega-3 vetzuren: 0.88 g, EPA/DHA: 0.35 g";"3 kg";;;;"scraped";"https://www.petsplace.nl/royal-canin-poodle-puppy-hondenvoer-3182550765206-pps";
"3182550743174";"Royal Canin Poodle Adult";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Maïs, gedehydreerde gevogelte-eiwitten, isolaat van plantaardige eiwitten*, dierlijke vetten, rijst, maïsmeel, maïsgluten, hydrolysaat van dierlijke eiwitten, bietenpulp, sojaolie, mineralen, visolie, plantaardige vezels, fructo-oligo-sacchariden, bernagieolie (0.1%), hydrolysaat van schaaldieren (bron van glucosamine), tagetes (afrikaan) extract (bron van luteïne), hydrolysaat van kraakbeen (bron van chondroïtine), gist en delen daarvan *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 19.00 %, Ruwe as: 5.50 %, Ruwe celstof: 2.10 %, Ruw eiwit: 30.00 %, Omega-3 vetzuren: 8.50 g, EPA/DHA: 3.00 g, Natriumtripolyfosfaat: 3.50 g";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-poodle-adult-hondenvoer-m-3182550743174-pps";
"3182550767194";"Royal Canin Protein Exigent";"Royal Canin";"Kat";"Droogvoer";"Volwassen";"Volledig";"Maïs, isolaat van plantaardige eiwitten*, maïsgluten, tarwe, dierlijke vetten, plantaardige vezels, hydrolysaat van dierlijke eiwitten, bietenpulp, mineralen, sojaolie, bernagieolie, gedehydreerde gevogelte-eiwitten, gist en delen daarvan *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 15.00 %, Ruwe as: 8.70 %, Ruwe celstof: 3.10 %, Ruw eiwit: 41.00 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-protein-exigent-kattenvoer-m-3182550767194-pps";
"3182550752404";"Royal Canin Pug (Mopshond) Adult";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Rijst, gedehydreerde gevogelte-eiwitten, maïsmeel, dierlijke vetten, maïs, tarwemeel, maïsgluten, isolaat van plantaardige eiwitten*, hydrolysaat van dierlijke eiwitten, bietenpulp, mineralen, plantaardige vezels, visolie, sojaolie, fructo-oligo-sacchariden, bernagieolie, hydrolysaat van schaaldieren (bron van glucosamine), tagetes (afrikaan) extract (bron van luteïne), hydrolysaat van kraakbeen (bron van chondroïtine) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 16.00 %, Ruwe as: 5.80 %, Ruwe celstof: 2.00 %, Ruw eiwit: 25.00 %, EPA/DHA: 3.00 g";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-pug-mopshond-adult-hondenvoer-m-3182550752404-pps";
"3182550825375";"Royal Canin Ragdoll Adult";"Royal Canin";"Kat";"Droogvoer";"Volwassen";"Volledig";"Gedehydreerde gevogelte-eiwitten, maïs, isolaat van plantaardige eiwitten*, dierlijke vetten, tarwe, maïsgluten, rijst, hydrolysaat van dierlijke eiwitten, plantaardige vezels, tarwemeel, cichoreipulp, mineralen, visolie, sojaolie, fructo-oligo-sacchariden, psylliumschil en psylliumzaden, hydrolysaat van gist (bron van manno-oligo-sacchariden), bernagieolie, hydrolysaat van schaaldieren (bron van glucosamine), tagetes (afrikaan) extract (bron van luteïne), hydrolysaat van kraakbeen (bron van chondroïtine) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 18.00 %, Ruwe as: 7.60 %, Ruwe celstof: 4.00 %, Omega-6 vetzuren: 44.40 g, Omega-3 vetzuren: 9.90 g, EPA & DHA: 4.00 g, Ruw eiwit: 32.00 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-ragdoll-adult-kattenvoer-m-3182550825375-pps";
"3182550894937";"Royal Canin Relax Care Maxi";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Gedehydreerde gevogelte-eiwitten, maïs, maïsmeel, tarwemeel, dierlijke vetten, hydrolysaat van dierlijke eiwitten, rijst, maïsgluten, plantaardige vezels, bietenpulp, isolaat van plantaardige eiwitten*, visolie, mineralen, sojaolie, gist en delen daarvan, hydrolysaat van gist (bron van manno-oligo-sacchariden), tagetes (afrikaan) extract (bron van luteïne), hydrolysaat van kraakbeen (bron van chondroïtine) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw eiwit: 25.00 %, Ruw vet: 14.00 %, Ruwe as: 6.30 %, Ruwe celstof: 3.30 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-relax-care-maxi-hondenvoer-m-3182550894937-pps";
"3182550894289";"Royal Canin Relax Care Medium";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Gedehydreerde gevogelte-eiwitten, maïsmeel, maïs, rijst, dierlijke vetten, maïsgluten, bietenpulp, isolaat van plantaardige eiwitten*, visolie, mineralen, plantaardige vezels, sojaolie, cellulosepoeder, gist en delen daarvan, viseiwit (gehydrolyseerd), gehydrolyseerde gist (bron van manno-oligo-sacchariden), tagetes (afrikaan) extract (bron van luteïne) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw eiwit: 25.00 %, Ruw vet: 14.00 %, Ruwe as: 6.30 %, Ruwe celstof: 2.60 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-relax-care-medium-hondenvoer-m-3182550894289-pps";
"3182550895118";"Royal Canin Relax Care Mini";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Maïsmeel, rijst, maïs, gedehydreerde gevogelte-eiwitten, dierlijke vetten, hydrolysaat van dierlijke eiwitten, maïsgluten, bietenpulp, isolaat van plantaardige eiwitten*, mineralen, visolie, plantaardige vezels, sojaolie, cellulosepoeder, gist en delen daarvan, psylliumschil en psylliumzaden, hydrolysaat van gist (bron van manno-oligo-sacchariden), tagetes (afrikaan) extract (bron van luteïne), viseiwit (gehydrolyseerd) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw eiwit: 21.00 %, Ruw vet: 15.00 %, Ruwe as: 5.30 %, Ruwe celstof: 2.70 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-relax-care-mini-hondenvoer-m-3182550895118-pps";
"9003579008850";"Royal Canin Relax Care Natvoer - 12x85 g";"Royal Canin";"Hond";"Natvoer";"Volwassen";"Volledig";"Vlees en dierlijke bijproducten, plantaardige bijproducten, granen, oliën en vetten, mineralen, suikers, vis en -bijproducten";"Ruw eiwit: 8.40 %, Ruw vet: 5.50 %, Ruwe as: 1.60 %, Ruwe celstof: 1.30 %, Vochtgehalte: 79.50 %";"12x85 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-relax-care-natvoer-hondenvoer-9003579008850-pps";
"3182550736053";"Royal Canin Rottweiler Adult";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Gewicht: 3 kg. ingrediënten: rijst, plantenproteïne-isolaat gevogelte-eiwit (gedroogd), dierlijk vet, maïs dierlijk eiwit (gehydrolyseerd), mineralen, lignocellulose, gedroogde bietenpulp, visolie, sojaolie, kokosolie, gedroogde tomaten, gisthydrolysaat (rijk aan mannan-oligosaccharide), hydrolysaat uit schaaldieren (rijk aan glucosamine), druivenpitten en groene thee (rijk aan polyfenolen), tagetes-extract (rijk aan luteïne), hydrolysaat uit kraakbeen (rijk aan chondroïtine).";"Ruw eiwit: 26% - Ruw vet: 20% - Ruwe as: 7,5% - Ruwe celstof: 2,4% - EPA/DHA: 5 g/kg.";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-rottweiler-adult-hondenvoer-m-3182550736053-pps";
"3182550717120";"Royal Canin Savour Exigent";"Royal Canin";"Kat";"Droogvoer";"Volwassen";"Volledig";"Maïs, rijst, isolaat van plantaardige eiwitten*, dierlijke vetten, maïsgluten, hydrolysaat van dierlijke eiwitten, plantaardige vezels, mineralen, bietenpulp, sojaolie, fructo-oligo-sacchariden, bernagieolie, gedehydreerde gevogelte-eiwitten, gist en delen daarvan *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 16.00 %, Ruwe as: 7.20 %, Ruwe celstof: 3.10 %, Ruw eiwit: 33.00 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-savour-exigent-kattenvoer-m-3182550717120-pps";
"3182550733502";"Royal Canin Selection High Quality Croc - 15 kg";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Granen, vlees en dierlijke bijproducten, oliën en vetten, plantaardige bijproducten, plantaardige eiwitextracten, mineralen, gist";"Eiwitten: 25.00 %, Ruw vet: 14.00 %, Ruwe as: 6.80 %, Ruwe celstof: 2.40 %, Vocht: 8.00 %";"15 kg";;;;"scraped";"https://www.petsplace.nl/royal-canin-selection-high-quality-croc-hondenvoer-3182550733502-pps";
"3182550733441";"Royal Canin Selection High Quality Croc S7 Diner - 15 kg";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Granen, vlees en dierlijke bijproducten, oliën en vetten, plantaardige eiwitextracten, plantaardige bijproducten, gist, mineralen, groenten";"Eiwitten: 24.00 %, Ruw vet: 14.00 %, Ruwe as: 5.70 %, Ruwe celstof: 2.70 %";"15 kg";;;;"scraped";"https://www.petsplace.nl/royal-canin-selection-high-quality-croc-s7-diner-hondenvoer-3182550733441-pps";
"3182550702263";"Royal Canin Sensible 33";"Royal Canin";"Kat";"Droogvoer";"Volwassen";"Volledig";"Rijst, dierlijke vetten, maïs, isolaat van plantaardige eiwitten*, gedehydreerd varkenseiwit*, hydrolysaat van dierlijke eiwitten, bietenpulp, visolie, mineralen, plantaardige vezels, sojaolie, fructo-oligo-sacchariden, gedehydreerde gevogelte-eiwitten, tarwemeel, tarwe, maïsgluten, gist en delen daarvan *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 22.00 %, Ruwe as: 7.40 %, Ruwe celstof: 1.60 %, Ruw eiwit: 33.00 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-sensible-33-kattenvoer-m-3182550702263-pps";
"9003579018934";"Royal Canin Sensory Multipack Feel - In Gravy - 12x85 g";"Royal Canin";"Kat";"Natvoer";"Senior";"Volledig";"Vlees en dierlijke bijproducten, granen, vis en visbijproducten, plantaardige eiwitextracten, mineralen, plantaardige bijproducten, oliën en vetten, suikers. Nutritionele";"Ruw eiwit: 10,5% - Ruw vet: 2,8% - Ruwe as: 1,5% - Ruwe celstof: 0,5% - Vochtgehalte: 79,6%.";"12x85 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-sensory-multipack-feel-in-gravy-kattenvoer-9003579018934-pps";
"9003579019030";"Royal Canin Sensory Multipack Mix - In Gravy - 12x85 g";"Royal Canin";"Kat";"Natvoer";"Volwassen";"Volledig";"Sensory Taste: vlees en dierlijke bijproducten, plantaardige eiwitextracten, granen, mineralen, plantaardige bijproducten, gist, oliën en vetten. Sensory Smell: vlees en dierlijke bijproducten, vis en visbijproducten, granen, plantaardige eiwitextracten, mineralen, plantaardige bijproducten, gist. Sensory Feel: vlees en dierlijke bijproducten, granen, vis en visbijproducten, plantaardige eiwitextracten, mineralen, plantaardige bijproducten, oliën en vetten, suikers. Sensory Taste: Nutritionele toevoegingsmiddelen: Vitamine D3: 130IE, IJzer (3b103): 5mg, Jodium (3b202): 0,35mg, Koper (3b405, 3b406): 2,8mg, Mangaan (3b502, 3b503, 3b504): 1,6mg, Zink (3b603, 3b605, 3b606): 16mg. Sensory Smell: Nutritionele toevoegingsmiddelen: Vitamine D3: 120IE, IJzer (3b103): 4mg, Jodium (3b202): 0,35mg, Koper (3b405, 3b406): 2,8mg, Mangaan (3b502, 3b503, 3b504): 1,2mg, Zink (3b603, 3b605, 3b606): 12mg. Sensory Feel: Nutritionele toevoegingsmiddelen: Vitamine D3: 60IE, IJzer (3b103): 3mg, Jodium (3b202): 0,35mg, Koper (3b405, 3b406): 2,8mg, Mangaan (3b502, 3b503, 3b504): 1mg, Zink (3b603, 3b605, 3b606): 10mg.";"Sensory Taste: Ruw eiwit: 11,5% - Ruw vet: 2,8% - Ruwe as: 1,6% - Ruwe celstof: 0,5% - Vochtgehalte: 79,5%. Sensory Smell: Ruw eiwit: 11,4% - Ruw vet: 2,7% - Ruwe as: 1,6% - Ruwe celstof: 0,5% - Vochtgehalte: 79,6%. Sensory Feel: Ruw eiwit: 10,5% - Ruw vet: 2,8% - Ruwe as: 1,5% - Ruwe celstof: 0,5% - Vochtgehalte: 79,6%.";"12x85 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-sensory-multipack-mix-in-gravy-kattenvoer-9003579019030-pps";
"9003579018507";"Royal Canin Sensory Multipack Smell - In Gravy - 12x85 g";"Royal Canin";"Kat";"Natvoer";"Senior";"Volledig";"Vlees en dierlijke bijproducten, vis en visbijproducten, granen, plantaardige eiwitextracten, mineralen, plantaardige bijproducten, gist. Nutritionele";"Ruw eiwit: 11,4% - Ruw vet: 2,7% - Ruwe as: 1,6% - Ruwe celstof: 0,5% - Vochtgehalte: 79,6%.";"12x85 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-sensory-multipack-smell-in-gravy-kattenvoer-9003579018507-pps";
"9003579018859";"Royal Canin Sensory Multipack Taste - In Gravy - 12x85 g";"Royal Canin";"Kat";"Natvoer";"Senior";"Volledig";"Vlees en dierlijke bijproducten, plantaardige eiwitextracten, granen, mineralen, plantaardige bijproducten, gist, oliën en vetten. Nutritionele";"Ruw eiwit: 11,5% - Ruw vet: 2,8% - Ruwe as: 1,6% - Ruwe celstof: 0,5% - Vochtgehalte: 79,5%.";"12x85 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-sensory-multipack-taste-in-gravy-kattenvoer-9003579018859-pps";
"3182550722605";"Royal Canin Shih Tzu - Puppy-Hondenvoer - 1.5 kg";"Royal Canin";"Hond";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Rijst, gedehydreerde gevogelte-eiwitten, maïs, dierlijke vetten, isolaat van plantaardige eiwitten*, bietenpulp, hydrolysaat van dierlijke eiwitten, mineralen, visolie, sojaolie, hydrolysaat van gist (bron van manno-oligo-sacchariden), bernagieolie (0.1%), tagetes (afrikaan) extract (bron van luteïne), fructi-oligo-sacchariden (0,34%), extracten uit gist (bron van bètaglucanen) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 18.00 %, Ruwe as: 7.60 %, Ruwe celstof: 1.50 %, EPA & DHA: 3.00 g, Ruw eiwit: 28.00 %";"1.5 kg";;;;"scraped";"https://www.petsplace.nl/royal-canin-shih-tzu-puppy-hondenvoer-3182550722605-pps";
"3182550743228";"Royal Canin Shih Tzu Adult";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Rijst, gedehydreerde gevogelte-eiwitten, dierlijke vetten, isolaat van plantaardige eiwitten*, hydrolysaat van dierlijke eiwitten, plantaardige vezels, bietenpulp, mineralen, visolie, sojaolie, bernagieolie (0.1%), tagetes (afrikaan) extract (bron van luteïne), hydrolysaat van schaaldieren (bron van glucosamine), hydrolysaat van kraakbeen (bron van chondroïtine), fructi-oligo-sacchariden (0,34%) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 20.00 %, Ruwe as: 5.80 %, Ruw eiwit: 24.00 %, Ruwe celstof: 3.00 %, Natriumtripolyfosfaat: 3.50 g, EPA/DHA: 3.00 g";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-shih-tzu-adult-hondenvoer-m-3182550743228-pps";
"9003579013694";"Royal Canin Shih Tzu Adult Natvoer - 12x85 g";"Royal Canin";"Hond";"Natvoer";"Volwassen";"Volledig";"Samenstelling: Vlees en dierlijke bijproducten, granen, plantaardige bijproducten, oliën en vetten, mineralen, suikers.";"Analytische bestanddelen: Ruw eiwit: 8,0% - Ruw vet: 6,0% - Ruwe as: 1,4% - Ruwe celstof: 1,4% - Vochtgehalte: 79,5% - Per kg: EPA/DHA: 1,3g, Taurine: 1,2g.";"12x85 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-shih-tzu-adult-natvoer-hondenvoer-9003579013694-pps";
"3182550710688";"Royal Canin Siamese Adult";"Royal Canin";"Kat";"Droogvoer";"Volwassen";"Volledig";"Gedehydreerde gevogelte-eiwitten, isolaat van plantaardige eiwitten*, maïs, tarwe, dierlijke vetten, maïsgluten, rijst, hydrolysaat van dierlijke eiwitten, bietenpulp, mineralen, visolie, sojaolie, fructo-oligo-sacchariden, gehydrolyseerde gist (bron van manno-oligo-sacchariden), bernagieolie, tagetes (afrikaan) extract (bron van luteïne) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 16.00 %, Ruwe as: 7.40 %, Ruwe celstof: 1.40 %, Ruw eiwit: 38.00 %, Vocht: 5.50 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-siamese-adult-kattenvoer-m-3182550710688-pps";
"3182550758857";"Royal Canin Sphynx Adult";"Royal Canin";"Kat";"Droogvoer";"Volwassen";"Volledig";"Gedehydreerde gevogelte-eiwitten, dierlijke vetten, rijst, isolaat van plantaardige eiwitten*, maïs, plantaardige vezels, gedehydreerd varkenseiwit*, hydrolysaat van dierlijke eiwitten, tarwe, maïsgluten, bietenpulp, mineralen, gist, visolie, sojaolie, fructo-oligo-sacchariden, hydrolysaat van gist (bron van manno-oligo-sacchariden), bernagieolie, tagetes (afrikaan) extract (bron van luteïne), tomaat (bron van lycopeen) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 23.00 %, Ruwe as: 7.10 %, Ruw eiwit: 33.00 %, Ruwe celstof: 4.90 %, Vocht: 5.50 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-sphynx-adult-kattenvoer-m-3182550758857-pps";
"9003579311462";"Royal Canin Starter Mousse Mother & Babydog - Puppy-Hondenvoer - 195 g";"Royal Canin";"Hond";"Natvoer";"Jong (puppy/kitten)";"Volledig";"Vlees en dierlijke bijproducten, granen, plantaardige bijproducten, mineralen, oliën en vetten, melk en melkbijproducten, gist.";"Ruw eiwit: 10,0%-Ruw vet: 6,0%-Ruwe as: 2,0%-Ruwecelstof: 0,7%-Vochtgehalte: 78,5%. Vitamine D3: 170IE, IJzer (3b103): 6mg, Jodium (3b202): 0,3mg, Koper (3b405, 3b406): 2,5mg, Mangaan (3b502, 3b503, 3b504): 1,7mg, Zink (3b603, 3b605, 3b606): 17mg-Technologische toevoegingsmiddelen: Clinoptiloliet van sedimentaire oorsprong: 2g";"195 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-starter-mousse-mother-babydog-puppy-hondenvoer-9003579311462-pps";
